date,corn_gov_stocks,corn_gov_stocks_change,corn_gov_stocks_pct_change,soybeans_gov_stocks,soybeans_gov_stocks_change,soybeans_gov_stocks_pct_change,wheat_gov_stocks,wheat_gov_stocks_change,wheat_gov_stocks_pct_change
1960-10-03,355138728.00000006,,,,,,3044180000.0,,
1960-10-04,355138728.00000006,,,,,,3044180000.0,,
1960-10-05,355138728.00000006,,,,,,3044180000.0,,
1960-10-06,355138728.00000006,,,,,,3044180000.0,,
1960-10-07,355138728.00000006,,,,,,3044180000.0,,
1960-10-08,355138728.00000006,,,,,,3044180000.0,,
1960-10-09,355138728.00000006,,,,,,3044180000.0,,
1960-10-10,355138728.00000006,,,,,,3044180000.0,,
1960-10-11,355138728.00000006,,,,,,3044180000.0,,
1960-10-12,355138728.00000006,,,,,,3044180000.0,,
1960-10-13,355138728.00000006,,,,,,3044180000.0,,
1960-10-14,355138728.00000006,,,,,,3044180000.0,,
1960-10-15,355138728.00000006,,,,,,3044180000.0,,
1960-10-16,355138728.00000006,,,,,,3044180000.0,,
1960-10-17,355138728.00000006,,,,,,3044180000.0,,
1960-10-18,355138728.00000006,,,,,,3044180000.0,,
1960-10-19,355138728.00000006,,,,,,3044180000.0,,
1960-10-20,355138728.00000006,,,,,,3044180000.0,,
1960-10-21,355138728.00000006,,,,,,3044180000.0,,
1960-10-22,355138728.00000006,,,,,,3044180000.0,,
1960-10-23,355138728.00000006,,,,,,3044180000.0,,
1960-10-24,355138728.00000006,,,,,,3044180000.0,,
1960-10-25,355138728.00000006,,,,,,3044180000.0,,
1960-10-26,355138728.00000006,,,,,,3044180000.0,,
1960-10-27,355138728.00000006,,,,,,3044180000.0,,
1960-10-28,355138728.00000006,,,,,,3044180000.0,,
1960-10-29,355138728.00000006,,,,,,3044180000.0,,
1960-10-30,355138728.00000006,,,,,,3044180000.0,,
1960-10-31,355138728.00000006,,,,,,3044180000.0,,
1960-11-01,355138728.00000006,,,,,,3044180000.0,,
1960-11-02,355138728.00000006,,,,,,3044180000.0,,
1960-11-03,355138728.00000006,,,,,,3044180000.0,,
1960-11-04,355138728.00000006,,,,,,3044180000.0,,
1960-11-05,355138728.00000006,,,,,,3044180000.0,,
1960-11-06,355138728.00000006,,,,,,3044180000.0,,
1960-11-07,355138728.00000006,,,,,,3044180000.0,,
1960-11-08,355138728.00000006,,,,,,3044180000.0,,
1960-11-09,355138728.00000006,,,,,,3044180000.0,,
1960-11-10,355138728.00000006,,,,,,3044180000.0,,
1960-11-11,355138728.00000006,,,,,,3044180000.0,,
1960-11-12,355138728.00000006,,,,,,3044180000.0,,
1960-11-13,355138728.00000006,,,,,,3044180000.0,,
1960-11-14,355138728.00000006,,,,,,3044180000.0,,
1960-11-15,355138728.00000006,,,,,,3044180000.0,,
1960-11-16,355138728.00000006,,,,,,3044180000.0,,
1960-11-17,355138728.00000006,,,,,,3044180000.0,,
1960-11-18,355138728.00000006,,,,,,3044180000.0,,
1960-11-19,355138728.00000006,,,,,,3044180000.0,,
1960-11-20,355138728.00000006,,,,,,3044180000.0,,
1960-11-21,355138728.00000006,,,,,,3044180000.0,,
1960-11-22,355138728.00000006,,,,,,3044180000.0,,
1960-11-23,355138728.00000006,,,,,,3044180000.0,,
1960-11-24,355138728.00000006,,,,,,3044180000.0,,
1960-11-25,355138728.00000006,,,,,,3044180000.0,,
1960-11-26,355138728.00000006,,,,,,3044180000.0,,
1960-11-27,355138728.00000006,,,,,,3044180000.0,,
1960-11-28,355138728.00000006,,,,,,3044180000.0,,
1960-11-29,355138728.00000006,,,,,,3044180000.0,,
1960-11-30,355138728.00000006,,,,,,3044180000.0,,
1960-12-01,355138728.00000006,,,,,,3044180000.0,,
1960-12-02,355138728.00000006,,,,,,3044180000.0,,
1960-12-03,355138728.00000006,,,,,,3044180000.0,,
1960-12-04,355138728.00000006,,,,,,3044180000.0,,
1960-12-05,355138728.00000006,,,,,,3044180000.0,,
1960-12-06,355138728.00000006,,,,,,3044180000.0,,
1960-12-07,355138728.00000006,,,,,,3044180000.0,,
1960-12-08,355138728.00000006,,,,,,3044180000.0,,
1960-12-09,355138728.00000006,,,,,,3044180000.0,,
1960-12-10,355138728.00000006,,,,,,3044180000.0,,
1960-12-11,355138728.00000006,,,,,,3044180000.0,,
1960-12-12,355138728.00000006,,,,,,3044180000.0,,
1960-12-13,355138728.00000006,,,,,,3044180000.0,,
1960-12-14,355138728.00000006,,,,,,3044180000.0,,
1960-12-15,355138728.00000006,,,,,,3044180000.0,,
1960-12-16,355138728.00000006,,,,,,3044180000.0,,
1960-12-17,355138728.00000006,,,,,,3044180000.0,,
1960-12-18,355138728.00000006,,,,,,3044180000.0,,
1960-12-19,355138728.00000006,,,,,,3044180000.0,,
1960-12-20,355138728.00000006,,,,,,3044180000.0,,
1960-12-21,355138728.00000006,,,,,,3044180000.0,,
1960-12-22,355138728.00000006,,,,,,3044180000.0,,
1960-12-23,355138728.00000006,,,,,,3044180000.0,,
1960-12-24,355138728.00000006,,,,,,3044180000.0,,
1960-12-25,355138728.00000006,,,,,,3044180000.0,,
1960-12-26,355138728.00000006,,,,,,3044180000.0,,
1960-12-27,355138728.00000006,,,,,,3044180000.0,,
1960-12-28,355138728.00000006,,,,,,3044180000.0,,
1960-12-29,355138728.00000006,,,,,,3044180000.0,,
1960-12-30,355138728.00000006,,,,,,3044180000.0,,
1960-12-31,355138728.00000006,,,,,,3044180000.0,,
1961-01-01,355138728.00000006,,,,,,3044180000.0,,
1961-01-02,355138728.00000006,,,,,,3044180000.0,,
1961-01-03,355138728.00000006,,,,,,3044180000.0,,
1961-01-04,355138728.00000006,,,,,,3044180000.0,,
1961-01-05,355138728.00000006,,,,,,3044180000.0,,
1961-01-06,355138728.00000006,,,,,,3044180000.0,,
1961-01-07,355138728.00000006,,,,,,3044180000.0,,
1961-01-08,355138728.00000006,,,,,,3044180000.0,,
1961-01-09,355138728.00000006,,,,,,3044180000.0,,
1961-01-10,355138728.00000006,,,,,,3044180000.0,,
1961-01-11,355138728.00000006,,,,,,3044180000.0,,
1961-01-12,355138728.00000006,,,,,,3044180000.0,,
1961-01-13,355138728.00000006,,,,,,3044180000.0,,
1961-01-14,355138728.00000006,,,,,,3044180000.0,,
1961-01-15,355138728.00000006,,,,,,3044180000.0,,
1961-01-16,355138728.00000006,,,,,,3044180000.0,,
1961-01-17,355138728.00000006,,,,,,3044180000.0,,
1961-01-18,355138728.00000006,,,,,,3044180000.0,,
1961-01-19,355138728.00000006,,,,,,3044180000.0,,
1961-01-20,355138728.00000006,,,,,,3044180000.0,,
1961-01-21,355138728.00000006,,,,,,3044180000.0,,
1961-01-22,355138728.00000006,,,,,,3044180000.0,,
1961-01-23,355138728.00000006,,,,,,3044180000.0,,
1961-01-24,355138728.00000006,,,,,,3044180000.0,,
1961-01-25,355138728.00000006,,,,,,3044180000.0,,
1961-01-26,355138728.00000006,,,,,,3044180000.0,,
1961-01-27,355138728.00000006,,,,,,3044180000.0,,
1961-01-28,355138728.00000006,,,,,,3044180000.0,,
1961-01-29,355138728.00000006,,,,,,3044180000.0,,
1961-01-30,355138728.00000006,,,,,,3044180000.0,,
1961-01-31,355138728.00000006,,,,,,3044180000.0,,
1961-02-01,355138728.00000006,,,,,,3044180000.0,,
1961-02-02,355138728.00000006,,,,,,3044180000.0,,
1961-02-03,355138728.00000006,,,,,,3044180000.0,,
1961-02-04,355138728.00000006,,,,,,3044180000.0,,
1961-02-05,355138728.00000006,,,,,,3044180000.0,,
1961-02-06,355138728.00000006,,,,,,3044180000.0,,
1961-02-07,355138728.00000006,,,,,,3044180000.0,,
1961-02-08,355138728.00000006,,,,,,3044180000.0,,
1961-02-09,355138728.00000006,,,,,,3044180000.0,,
1961-02-10,355138728.00000006,,,,,,3044180000.0,,
1961-02-11,355138728.00000006,,,,,,3044180000.0,,
1961-02-12,355138728.00000006,,,,,,3044180000.0,,
1961-02-13,355138728.00000006,,,,,,3044180000.0,,
1961-02-14,355138728.00000006,,,,,,3044180000.0,,
1961-02-15,355138728.00000006,,,,,,3044180000.0,,
1961-02-16,355138728.00000006,,,,,,3044180000.0,,
1961-02-17,355138728.00000006,,,,,,3044180000.0,,
1961-02-18,355138728.00000006,,,,,,3044180000.0,,
1961-02-19,355138728.00000006,,,,,,3044180000.0,,
1961-02-20,355138728.00000006,,,,,,3044180000.0,,
1961-02-21,355138728.00000006,,,,,,3044180000.0,,
1961-02-22,355138728.00000006,,,,,,3044180000.0,,
1961-02-23,355138728.00000006,,,,,,3044180000.0,,
1961-02-24,355138728.00000006,,,,,,3044180000.0,,
1961-02-25,355138728.00000006,,,,,,3044180000.0,,
1961-02-26,355138728.00000006,,,,,,3044180000.0,,
1961-02-27,355138728.00000006,,,,,,3044180000.0,,
1961-02-28,355138728.00000006,,,,,,3044180000.0,,
1961-03-01,355138728.00000006,,,,,,3044180000.0,,
1961-03-02,355138728.00000006,,,,,,3044180000.0,,
1961-03-03,355138728.00000006,,,,,,3044180000.0,,
1961-03-04,355138728.00000006,,,,,,3044180000.0,,
1961-03-05,355138728.00000006,,,,,,3044180000.0,,
1961-03-06,355138728.00000006,,,,,,3044180000.0,,
1961-03-07,355138728.00000006,,,,,,3044180000.0,,
1961-03-08,355138728.00000006,,,,,,3044180000.0,,
1961-03-09,355138728.00000006,,,,,,3044180000.0,,
1961-03-10,355138728.00000006,,,,,,3044180000.0,,
1961-03-11,355138728.00000006,,,,,,3044180000.0,,
1961-03-12,355138728.00000006,,,,,,3044180000.0,,
1961-03-13,355138728.00000006,,,,,,3044180000.0,,
1961-03-14,355138728.00000006,,,,,,3044180000.0,,
1961-03-15,355138728.00000006,,,,,,3044180000.0,,
1961-03-16,355138728.00000006,,,,,,3044180000.0,,
1961-03-17,355138728.00000006,,,,,,3044180000.0,,
1961-03-18,355138728.00000006,,,,,,3044180000.0,,
1961-03-19,355138728.00000006,,,,,,3044180000.0,,
1961-03-20,355138728.00000006,,,,,,3044180000.0,,
1961-03-21,355138728.00000006,,,,,,3044180000.0,,
1961-03-22,355138728.00000006,,,,,,3044180000.0,,
1961-03-23,355138728.00000006,,,,,,3044180000.0,,
1961-03-24,355138728.00000006,,,,,,3044180000.0,,
1961-03-25,355138728.00000006,,,,,,3044180000.0,,
1961-03-26,355138728.00000006,,,,,,3044180000.0,,
1961-03-27,355138728.00000006,,,,,,3044180000.0,,
1961-03-28,355138728.00000006,,,,,,3044180000.0,,
1961-03-29,355138728.00000006,,,,,,3044180000.0,,
1961-03-30,355138728.00000006,,,,,,3044180000.0,,
1961-03-31,355138728.00000006,,,,,,3044180000.0,,
1961-04-01,355138728.00000006,,,,,,3044180000.0,,
1961-04-02,355138728.00000006,,,,,,3044180000.0,,
1961-04-03,355138728.00000006,,,,,,3044180000.0,,
1961-04-04,355138728.00000006,,,,,,3044180000.0,,
1961-04-05,355138728.00000006,,,,,,3044180000.0,,
1961-04-06,355138728.00000006,,,,,,3044180000.0,,
1961-04-07,355138728.00000006,,,,,,3044180000.0,,
1961-04-08,355138728.00000006,,,,,,3044180000.0,,
1961-04-09,355138728.00000006,,,,,,3044180000.0,,
1961-04-10,355138728.00000006,,,,,,3044180000.0,,
1961-04-11,355138728.00000006,,,,,,3044180000.0,,
1961-04-12,355138728.00000006,,,,,,3044180000.0,,
1961-04-13,355138728.00000006,,,,,,3044180000.0,,
1961-04-14,355138728.00000006,,,,,,3044180000.0,,
1961-04-15,355138728.00000006,,,,,,3044180000.0,,
1961-04-16,355138728.00000006,,,,,,3044180000.0,,
1961-04-17,355138728.00000006,,,,,,3044180000.0,,
1961-04-18,355138728.00000006,,,,,,3044180000.0,,
1961-04-19,355138728.00000006,,,,,,3044180000.0,,
1961-04-20,355138728.00000006,,,,,,3044180000.0,,
1961-04-21,355138728.00000006,,,,,,3044180000.0,,
1961-04-22,355138728.00000006,,,,,,3044180000.0,,
1961-04-23,355138728.00000006,,,,,,3044180000.0,,
1961-04-24,355138728.00000006,,,,,,3044180000.0,,
1961-04-25,355138728.00000006,,,,,,3044180000.0,,
1961-04-26,355138728.00000006,,,,,,3044180000.0,,
1961-04-27,355138728.00000006,,,,,,3044180000.0,,
1961-04-28,355138728.00000006,,,,,,3044180000.0,,
1961-04-29,355138728.00000006,,,,,,3044180000.0,,
1961-04-30,355138728.00000006,,,,,,3044180000.0,,
1961-05-01,355138728.00000006,,,,,,3044180000.0,,
1961-05-02,355138728.00000006,,,,,,3044180000.0,,
1961-05-03,355138728.00000006,,,,,,3044180000.0,,
1961-05-04,355138728.00000006,,,,,,3044180000.0,,
1961-05-05,355138728.00000006,,,,,,3044180000.0,,
1961-05-06,355138728.00000006,,,,,,3044180000.0,,
1961-05-07,355138728.00000006,,,,,,3044180000.0,,
1961-05-08,355138728.00000006,,,,,,3044180000.0,,
1961-05-09,355138728.00000006,,,,,,3044180000.0,,
1961-05-10,355138728.00000006,,,,,,3044180000.0,,
1961-05-11,355138728.00000006,,,,,,3044180000.0,,
1961-05-12,355138728.00000006,,,,,,3044180000.0,,
1961-05-13,355138728.00000006,,,,,,3044180000.0,,
1961-05-14,355138728.00000006,,,,,,3044180000.0,,
1961-05-15,355138728.00000006,,,,,,3044180000.0,,
1961-05-16,355138728.00000006,,,,,,3044180000.0,,
1961-05-17,355138728.00000006,,,,,,3044180000.0,,
1961-05-18,355138728.00000006,,,,,,3044180000.0,,
1961-05-19,355138728.00000006,,,,,,3044180000.0,,
1961-05-20,355138728.00000006,,,,,,3044180000.0,,
1961-05-21,355138728.00000006,,,,,,3044180000.0,,
1961-05-22,355138728.00000006,,,,,,3044180000.0,,
1961-05-23,355138728.00000006,,,,,,3044180000.0,,
1961-05-24,355138728.00000006,,,,,,3044180000.0,,
1961-05-25,355138728.00000006,,,,,,3044180000.0,,
1961-05-26,355138728.00000006,,,,,,3044180000.0,,
1961-05-27,355138728.00000006,,,,,,3044180000.0,,
1961-05-28,355138728.00000006,,,,,,3044180000.0,,
1961-05-29,355138728.00000006,,,,,,3044180000.0,,
1961-05-30,355138728.00000006,,,,,,3044180000.0,,
1961-05-31,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-01,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-02,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-03,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-04,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-05,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-06,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-07,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-08,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-09,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-10,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-11,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-12,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-13,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-14,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-15,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-16,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-17,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-18,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-19,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-20,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-21,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-22,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-23,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-24,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-25,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-26,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-27,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-28,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-29,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-06-30,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-01,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-02,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-03,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-04,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-05,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-06,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-07,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-08,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-09,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-10,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-11,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-12,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-13,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-14,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-15,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-16,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-17,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-18,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-19,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-20,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-21,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-22,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-23,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-24,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-25,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-26,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-27,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-28,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-29,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-30,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-07-31,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-01,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-02,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-03,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-04,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-05,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-06,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-07,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-08,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-09,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-10,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-11,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-12,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-13,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-14,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-15,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-16,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-17,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-18,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-19,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-20,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-21,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-22,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-23,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
1961-08-24,355138728.00000006,,,,,,2566548000.0,-477632000.0,-0.15690005190231848
