CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,ITF,P21,CAT_OCUP,PP03J,ANO
125599  ,1.0,4.0,Varón,16.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,660.0,3300.0,0.0,0.0,0.0,2005
125599  ,1.0,5.0,Mujer,78.0,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Otros,660.0,3300.0,0.0,0.0,0.0,2005
126225  ,1.0,1.0,Varón,46.0,Unido,Obra social y mutual/prepaga/servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,1950.0,7800.0,5000.0,Obrero o empleado,No,2005
126225  ,1.0,2.0,Mujer,42.0,Unido,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,1950.0,7800.0,2000.0,Cuenta propia,No,2005
126225  ,1.0,3.0,Mujer,22.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Inactivo,Estudiante,1950.0,7800.0,0.0,0.0,0.0,2005
126225  ,1.0,4.0,Mujer,19.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Secundaria Completa,Desocupado,0.0,1950.0,7800.0,0.0,0.0,0.0,2005
126368  ,1.0,1.0,Varón,66.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,3600.0,7200.0,2800.0,Obrero o empleado,No,2005
126368  ,1.0,2.0,Mujer,64.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Desocupado,0.0,3600.0,7200.0,0.0,Cuenta propia,0.0,2005
126449  ,1.0,1.0,Varón,37.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,200.0,600.0,600.0,Obrero o empleado,No,2005
126449  ,1.0,2.0,Mujer,31.0,Unido,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,200.0,600.0,0.0,0.0,0.0,2005
126449  ,1.0,3.0,Varón,10.0,Soltero,No paga ni le descuentan,Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,200.0,600.0,0.0,0.0,0.0,2005
126768  ,2.0,1.0,Varón,47.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,3500.0,3500.0,3500.0,Obrero o empleado,No,2005
126799  ,1.0,1.0,Varón,32.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,383.3333333333333,1150.0,550.0,Obrero o empleado,No,2005
126799  ,1.0,2.0,Mujer,25.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,383.3333333333333,1150.0,550.0,Obrero o empleado,No,2005
126799  ,1.0,3.0,Mujer,65.0,Separado o divorciado,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Ocupado,0.0,383.3333333333333,1150.0,50.0,Cuenta propia,Sí,2005
127247  ,2.0,1.0,Varón,28.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,233.33333333333334,700.0,700.0,Cuenta propia,No,2005
127247  ,2.0,2.0,Mujer,25.0,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Ama de casa,233.33333333333334,700.0,0.0,0.0,0.0,2005
127247  ,2.0,3.0,Mujer,,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,233.33333333333334,700.0,0.0,0.0,0.0,2005
127415  ,1.0,1.0,Mujer,35.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,2210.0,2210.0,1710.0,Obrero o empleado,No,2005
127638  ,1.0,1.0,Varón,47.0,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Completa,Ocupado,0.0,360.0,1800.0,0.0,Patrón,No,2005
127638  ,1.0,2.0,Mujer,44.0,Casado,Mutual/Prepaga/Servicio de emergencia,Primaria Completa,Inactivo,Ama de casa,360.0,1800.0,0.0,0.0,0.0,2005
127638  ,1.0,3.0,Varón,21.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,0.0,360.0,1800.0,1200.0,Obrero o empleado,No,2005
127638  ,1.0,4.0,Mujer,20.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Desocupado,0.0,360.0,1800.0,0.0,Obrero o empleado,0.0,2005
127638  ,1.0,5.0,Varón,18.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Secundaria Incompleta,Ocupado,0.0,360.0,1800.0,600.0,Obrero o empleado,No,2005
127924  ,1.0,1.0,Varón,27.0,Unido,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,1495.0,2990.0,900.0,Obrero o empleado,No,2005
127924  ,1.0,2.0,Mujer,29.0,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,1495.0,2990.0,1200.0,Obrero o empleado,No,2005
128148  ,1.0,1.0,Varón,53.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,975.0,3900.0,1500.0,Cuenta propia,Sí,2005
128148  ,1.0,2.0,Mujer,48.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,975.0,3900.0,1000.0,Obrero o empleado,No,2005
128148  ,1.0,3.0,Mujer,16.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,975.0,3900.0,0.0,0.0,0.0,2005
128148  ,1.0,4.0,Varón,13.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,975.0,3900.0,0.0,0.0,0.0,2005
128301  ,1.0,1.0,Varón,44.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,600.0,3000.0,3000.0,Obrero o empleado,No,2005
128301  ,1.0,2.0,Mujer,44.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,Ama de casa,600.0,3000.0,0.0,0.0,0.0,2005
128301  ,1.0,3.0,Mujer,14.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,600.0,3000.0,0.0,0.0,0.0,2005
128301  ,1.0,4.0,Mujer,11.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,600.0,3000.0,0.0,0.0,0.0,2005
128301  ,1.0,5.0,Mujer,4.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,600.0,3000.0,0.0,0.0,0.0,2005
128340  ,1.0,2.0,Mujer,46.0,Separado o divorciado,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,300.0,600.0,600.0,Obrero o empleado,No,2005
128340  ,1.0,3.0,Mujer,19.0,Soltero,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,0.0,300.0,600.0,0.0,Obrero o empleado,No,2005
128771  ,1.0,1.0,Varón,61.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,287.5,1150.0,0.0,0.0,0.0,2005
128771  ,1.0,2.0,Mujer,44.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,287.5,1150.0,800.0,Obrero o empleado,No,2005
128771  ,1.0,3.0,Mujer,20.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Desocupado,0.0,287.5,1150.0,0.0,0.0,0.0,2005
128771  ,1.0,4.0,Mujer,11.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,287.5,1150.0,0.0,0.0,0.0,2005
128792  ,1.0,1.0,Mujer,59.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Inactivo,Jubilado/pensionado,290.0,290.0,0.0,0.0,0.0,2005
128921  ,1.0,1.0,Mujer,33.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,733.3333333333334,2200.0,1400.0,Obrero o empleado,No,2005
128921  ,1.0,2.0,Mujer,60.0,Viudo,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,733.3333333333334,2200.0,0.0,0.0,0.0,2005
128921  ,1.0,3.0,Varón,38.0,Soltero,No paga ni le descuentan,Secundaria Completa,Ocupado,0.0,733.3333333333334,2200.0,800.0,Cuenta propia,No,2005
129001  ,1.0,1.0,Mujer,74.0,Viudo,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Jubilado/pensionado,600.0,600.0,0.0,0.0,0.0,2005
129272  ,1.0,1.0,Varón,44.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Jubilado/pensionado,350.0,350.0,0.0,0.0,0.0,2005
129328  ,1.0,1.0,Mujer,31.0,Separado o divorciado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,2950.0,2950.0,2000.0,Cuenta propia,No,2005
129670  ,1.0,1.0,Mujer,60.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,1790.0,1790.0,1190.0,Obrero o empleado,No,2005
129906  ,1.0,1.0,Varón,74.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,843.3333333333334,2530.0,0.0,0.0,0.0,2005
129906  ,1.0,2.0,Mujer,68.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,843.3333333333334,2530.0,0.0,0.0,0.0,2005
129906  ,1.0,3.0,Mujer,88.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,843.3333333333334,2530.0,0.0,0.0,0.0,2005
129959  ,1.0,1.0,Mujer,25.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,575.0,1150.0,400.0,Obrero o empleado,Sí,2005
129959  ,1.0,2.0,Mujer,29.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,575.0,1150.0,150.0,Obrero o empleado,No,2005
130029  ,1.0,1.0,Mujer,33.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,1575.0,1575.0,1575.0,Obrero o empleado,No,2005
130128  ,1.0,1.0,Mujer,52.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,700.0,2800.0,1200.0,Patrón,No,2005
130128  ,1.0,2.0,Varón,23.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,700.0,2800.0,450.0,Obrero o empleado,No,2005
130128  ,1.0,3.0,Varón,21.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,700.0,2800.0,450.0,Obrero o empleado,No,2005
130128  ,1.0,4.0,Varón,27.0,Soltero,No paga ni le descuentan,Superior Universitaria Completa,Desocupado,0.0,700.0,2800.0,0.0,Obrero o empleado,0.0,2005
130657  ,1.0,1.0,Varón,60.0,Casado,No paga ni le descuentan,Superior Universitaria Completa,Ocupado,0.0,871.25,3485.0,0.0,Cuenta propia,No,2005
130657  ,1.0,2.0,Mujer,60.0,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Completa,Inactivo,Ama de casa,871.25,3485.0,0.0,0.0,0.0,2005
130657  ,1.0,3.0,Varón,33.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,871.25,3485.0,1735.0,Obrero o empleado,No,2005
130657  ,1.0,4.0,Varón,28.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,871.25,3485.0,750.0,Obrero o empleado,No,2005
130914  ,1.0,1.0,Varón,25.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,780.0,780.0,780.0,Obrero o empleado,No,2005
130930  ,1.0,1.0,Mujer,50.0,Separado o divorciado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,566.6666666666666,1700.0,1500.0,Patrón,No,2005
130930  ,1.0,2.0,Mujer,20.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Inactivo,Estudiante,566.6666666666666,1700.0,0.0,0.0,0.0,2005
130930  ,1.0,3.0,Mujer,16.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,566.6666666666666,1700.0,0.0,0.0,0.0,2005
130931  ,1.0,1.0,Varón,71.0,Casado,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,0.0,210.0,420.0,420.0,Obrero o empleado,Sí,2005
130931  ,1.0,2.0,Mujer,57.0,Casado,No paga ni le descuentan,Superior Universitaria Completa,Desocupado,0.0,210.0,420.0,0.0,0.0,0.0,2005
130997  ,1.0,1.0,Mujer,63.0,Viudo,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Jubilado/pensionado,580.0,580.0,0.0,0.0,0.0,2005
131244  ,1.0,1.0,Varón,34.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,1400.0,2800.0,1000.0,Obrero o empleado,No,2005
131244  ,1.0,2.0,Mujer,28.0,Unido,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,1400.0,2800.0,1000.0,Obrero o empleado,No,2005
131469  ,1.0,1.0,Varón,74.0,Viudo,Obra social (incluye PAMI),Sin instrucción,Inactivo,Jubilado/pensionado,308.0,308.0,0.0,0.0,0.0,2005
131685  ,1.0,1.0,Mujer,94.0,Viudo,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,830.0,830.0,0.0,0.0,0.0,2005
131837  ,1.0,1.0,Varón,75.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,1004.0,2008.0,900.0,Obrero o empleado,No,2005
131837  ,1.0,2.0,Mujer,66.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Ama de casa,1004.0,2008.0,0.0,0.0,0.0,2005
132112  ,1.0,1.0,Varón,60.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,431.25,3450.0,2000.0,Patrón,No,2005
132112  ,1.0,2.0,Mujer,57.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,431.25,3450.0,350.0,Obrero o empleado,No,2005
132112  ,1.0,3.0,Mujer,27.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,431.25,3450.0,500.0,Cuenta propia,No,2005
132112  ,1.0,4.0,Varón,25.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,431.25,3450.0,600.0,Obrero o empleado,No,2005
132112  ,1.0,5.0,Varón,18.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,431.25,3450.0,0.0,0.0,0.0,2005
132112  ,1.0,6.0,Mujer,24.0,Separado o divorciado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Ama de casa,431.25,3450.0,0.0,0.0,0.0,2005
132112  ,1.0,7.0,Mujer,5.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Menor de 6 años,431.25,3450.0,0.0,0.0,0.0,2005
132112  ,1.0,8.0,Varón,2.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,431.25,3450.0,0.0,0.0,0.0,2005
132113  ,1.0,1.0,Varón,54.0,Casado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,0.0,525.0,2100.0,0.0,Patrón,Sí,2005
132113  ,1.0,2.0,Mujer,51.0,Casado,Mutual/Prepaga/Servicio de emergencia,Secundaria Completa,Ocupado,0.0,525.0,2100.0,500.0,Obrero o empleado,Sí,2005
132113  ,1.0,3.0,Varón,25.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,0.0,525.0,2100.0,1000.0,Obrero o empleado,No,2005
132113  ,1.0,4.0,Varón,24.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Incompleta,Ocupado,0.0,525.0,2100.0,600.0,Obrero o empleado,No,2005
132764  ,1.0,1.0,Varón,23.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Incompleta,Desocupado,0.0,700.0,2100.0,0.0,Obrero o empleado,0.0,2005
132764  ,1.0,2.0,Varón,26.0,Soltero,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,700.0,2100.0,900.0,Obrero o empleado,No,2005
132764  ,1.0,3.0,Varón,17.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Otros,700.0,2100.0,0.0,0.0,0.0,2005
132832  ,1.0,1.0,Varón,74.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Jubilado/pensionado,370.0,740.0,0.0,0.0,0.0,2005
132832  ,1.0,2.0,Mujer,71.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,370.0,740.0,0.0,0.0,0.0,2005
133114  ,1.0,1.0,Varón,39.0,Casado,Obra social (incluye PAMI),Primaria Completa,Ocupado,0.0,250.0,1000.0,1000.0,Obrero o empleado,No,2005
133114  ,1.0,2.0,Mujer,32.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Ama de casa,250.0,1000.0,0.0,0.0,0.0,2005
133114  ,1.0,3.0,Mujer,13.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,250.0,1000.0,0.0,0.0,0.0,2005
133114  ,1.0,4.0,Varón,10.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,250.0,1000.0,0.0,0.0,0.0,2005
133376  ,1.0,1.0,Varón,84.0,Casado,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,608.0,1216.0,0.0,0.0,0.0,2005
133376  ,1.0,2.0,Mujer,84.0,Casado,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Jubilado/pensionado,608.0,1216.0,0.0,0.0,0.0,2005
133430  ,1.0,1.0,Mujer,49.0,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,500.0,1500.0,1500.0,Obrero o empleado,No,2005
133430  ,1.0,2.0,Varón,57.0,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Desocupado,0.0,500.0,1500.0,0.0,Obrero o empleado,0.0,2005
133430  ,1.0,3.0,Mujer,12.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,500.0,1500.0,0.0,0.0,0.0,2005
133492  ,1.0,1.0,Varón,33.0,Soltero,No paga ni le descuentan,Secundaria Incompleta,Ocupado,0.0,940.0,1880.0,300.0,Cuenta propia,No,2005
133492  ,1.0,2.0,Varón,33.0,Soltero,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,940.0,1880.0,630.0,Obrero o empleado,No,2005
134256  ,1.0,1.0,Varón,70.0,Casado,No paga ni le descuentan,Superior Universitaria Incompleta,Ocupado,0.0,116.66666666666667,350.0,250.0,Obrero o empleado,Sí,2005
134256  ,1.0,2.0,Mujer,69.0,Casado,No paga ni le descuentan,Primaria Completa,Inactivo,Ama de casa,116.66666666666667,350.0,0.0,0.0,0.0,2005
134256  ,1.0,3.0,Mujer,34.0,Soltero,No paga ni le descuentan,Secundaria Completa,Desocupado,0.0,116.66666666666667,350.0,0.0,Obrero o empleado,0.0,2005
134414  ,1.0,1.0,Varón,42.0,Casado,Obra social (incluye PAMI),Superior Universitaria Incompleta,Ocupado,0.0,800.0,3200.0,1600.0,Obrero o empleado,No,2005
134414  ,1.0,2.0,Mujer,40.0,Casado,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,800.0,3200.0,1000.0,Obrero o empleado,No,2005
134414  ,1.0,3.0,Mujer,12.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,800.0,3200.0,0.0,0.0,0.0,2005
134414  ,1.0,4.0,Varón,9.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,800.0,3200.0,0.0,0.0,0.0,2005
134746  ,1.0,1.0,Varón,40.0,Casado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,700.0,2800.0,2500.0,Obrero o empleado,No,2005
134746  ,1.0,2.0,Mujer,35.0,Casado,Mutual/Prepaga/Servicio de emergencia,Superior Universitaria Completa,Inactivo,Ama de casa,700.0,2800.0,0.0,0.0,0.0,2005
134746  ,1.0,3.0,Mujer,4.0,Soltero,Mutual/Prepaga/Servicio de emergencia,Sin instrucción,Menor de 10 años,Menor de 6 años,700.0,2800.0,0.0,0.0,0.0,2005
134746  ,1.0,4.0,Mujer,,Soltero,Mutual/Prepaga/Servicio de emergencia,Sin instrucción,Menor de 10 años,Menor de 6 años,700.0,2800.0,0.0,0.0,0.0,2005
134774  ,2.0,1.0,Varón,40.0,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Ocupado,0.0,743.3333333333334,2230.0,1800.0,Obrero o empleado,No,2005
134774  ,2.0,2.0,Mujer,36.0,Unido,Obra social (incluye PAMI),Superior Universitaria Completa,Inactivo,Ama de casa,743.3333333333334,2230.0,0.0,0.0,0.0,2005
134774  ,2.0,3.0,Mujer,1.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,743.3333333333334,2230.0,0.0,0.0,0.0,2005
135031  ,1.0,1.0,Varón,68.0,Unido,No paga ni le descuentan,Primaria Completa,Ocupado,0.0,1025.0,2050.0,800.0,Cuenta propia,No,2005
135031  ,1.0,2.0,Mujer,76.0,Unido,Obra social (incluye PAMI),Primaria Completa,Inactivo,Jubilado/pensionado,1025.0,2050.0,0.0,0.0,0.0,2005
135688  ,1.0,1.0,Varón,74.0,Casado,Obra social y mutual/prepaga/servicio de emergencia,Superior Universitaria Completa,Ocupado,0.0,1950.0,3900.0,900.0,Cuenta propia,No,2005
135688  ,1.0,2.0,Mujer,74.0,Casado,Obra social y mutual/prepaga/servicio de emergencia,Superior Universitaria Completa,Inactivo,Ama de casa,1950.0,3900.0,0.0,0.0,0.0,2005
135956  ,1.0,1.0,Varón,43.0,Casado,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,415.0,2490.0,1300.0,Obrero o empleado,No,2005
135956  ,1.0,2.0,Mujer,34.0,Casado,Obra social (incluye PAMI),Secundaria Completa,Ocupado,0.0,415.0,2490.0,1190.0,Obrero o empleado,No,2005
135956  ,1.0,3.0,Mujer,14.0,Soltero,Obra social (incluye PAMI),Secundaria Incompleta,Inactivo,Estudiante,415.0,2490.0,0.0,0.0,0.0,2005
135956  ,1.0,4.0,Mujer,10.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,415.0,2490.0,0.0,0.0,0.0,2005
135956  ,1.0,5.0,Varón,1.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,415.0,2490.0,0.0,0.0,0.0,2005
135956  ,1.0,6.0,Varón,1.0,Soltero,Obra social (incluye PAMI),Sin instrucción,Menor de 10 años,Menor de 6 años,415.0,2490.0,0.0,0.0,0.0,2005
135980  ,1.0,1.0,Varón,32.0,Unido,Obra social (incluye PAMI),Secundaria Completa,Inactivo,Otros,205.83333333333334,1235.0,0.0,0.0,0.0,2005
135980  ,1.0,2.0,Mujer,35.0,Unido,Obra social (incluye PAMI),Secundaria Incompleta,Ocupado,0.0,205.83333333333334,1235.0,210.0,Obrero o empleado,No,2005
135980  ,1.0,3.0,Mujer,11.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Inactivo,Estudiante,205.83333333333334,1235.0,0.0,0.0,0.0,2005
135980  ,1.0,4.0,Mujer,8.0,Soltero,Obra social (incluye PAMI),Primaria Incompleta (incluye educación especial),Menor de 10 años,Estudiante,205.83333333333334,1235.0,0.0,0.0,0.0,2005
