,Cocoa,Coffee,Corn,Cotton,Feeder_Cattle,Lean_Hogs,Live_Cattle,Lumber,Oat,Soybean_Meal,Soybean_Oil,Soybeans,Sugar,Wheat,Wheat_Kansas,Baltic_Dry_Index,Brent_Crude,Copper,Crude_Oil,Ethanol,Gold,Heating_Oil,Natural_Gas,Palladium,Platinum,RBOB_Gasoline,Silver,Baltic_Dry_Index_volume,Brent_Crude_volume,Copper_volume,Crude_Oil_volume,Ethanol_volume,Gold_volume,Heating_Oil_volume,Natural_Gas_volume,Palladium_volume,Platinum_volume,RBOB_Gasoline_volume,Silver_volume,DXY,EUR_USD,Energy_Index,Materials_Index,SP500,TIPS,Treasury_10Y,Treasury_2Y,USD_ARS,USD_BRL,USD_CNY,USD_RUB,USD_UAH,VIX,ONI,Temp_Global_Grain,Precip_Global_Grain,RH_Global_Grain,SolarRad_Global_Grain,WindSpeed_Global_Grain,ET0_Global_Grain,GDD_Global_Grain,Heat_Stress_Days,Precip_Deficit,psd_world_Production,psd_world_Ending_Stocks,psd_world_Exports,psd_world_Imports,psd_world_Stock_to_Use_Ratio,psd_brazil_Production,psd_brazil_Ending_Stocks,psd_brazil_Exports,psd_brazil_Stock_to_Use_Ratio,psd_united_states_Production,psd_united_states_Ending_Stocks,psd_united_states_Exports,psd_united_states_Stock_to_Use_Ratio,psd_argentina_Production,psd_argentina_Exports,psd_argentina_Stock_to_Use_Ratio,psd_china_Imports,psd_china_Crush,psd_china_Ending_Stocks,psd_china_Stock_to_Use_Ratio
Soybean_Oil,0.3482030287579282,0.6669383567279317,0.9007697125140923,0.6987511142965265,0.42190006367385385,0.645280370681431,0.5148803201547374,0.4107522143115268,0.8300605028736903,0.7591074046161849,1.0,0.9059081420495677,0.6847109796463403,0.8711085163953954,0.876656325006874,0.11261926818300874,0.6386827282299272,0.8077010555129255,0.7557604330832021,0.5426797271753955,0.645191347304917,0.831336658750707,0.002918835379334893,0.5175887654494803,0.5767606619955239,0.8002544091905099,0.7395247315366813,,-0.14558877042775414,0.035835724182781276,0.16652686392984628,-0.17425433671532933,0.028769438114182738,0.268612321255032,0.3501314287789756,-0.09300122151541722,-0.10107922358945831,0.296784801399569,0.03309503324041145,-0.27017667207092955,0.022061869087669127,0.6548255182920767,0.5991077222468816,0.48280937479875546,0.5008742782546829,-0.32485959782044616,-0.1384033356316082,0.2412752068288531,0.20705765095358364,-0.5064745546121764,0.21577918284094116,0.27904912795348824,0.00973659477743715,-0.3154466780910267,0.027083355088773617,-0.020570646608421894,-0.03791763848693976,0.04791742533659097,-0.0016886985005404667,0.07186589939429512,0.027000735472574942,,-0.04625817942676461,0.5117291728507742,0.43521236022437765,0.5479725917179226,0.5644531489802496,0.33589176969017065,0.5991697470912901,0.5548458475140463,0.5021993247613179,0.2954023155873946,0.4102931909050691,0.22344031013706783,0.45934215833360686,0.0522910525470171,0.4290167013638421,0.3637846653966148,0.1734354815476367,-0.0643105062977502,0.5130488501048336,0.45225054858327246,0.4817986578292616
Soybeans,0.273142301302555,0.5651838512997622,0.9202940907545553,0.684185615497368,0.40215521293010364,0.6716310993943062,0.5033057507312517,0.36904147253256525,0.7802549505044887,0.945240193131781,0.9059081420495677,1.0,0.6834142408938212,0.8660621429676842,0.8622310341525804,-0.03836360561541403,0.719571993831435,0.7495962163426572,0.7659128372047131,0.42969422798843987,0.6194582680225393,0.8217529366637937,-0.1537990411282856,0.4803475669498362,0.6269100550231749,0.8120674428242499,0.7366991038402352,,-0.27876726598636953,0.053304574854383245,0.26805373622297857,0.049406354085695416,0.04449605577779143,0.3635795583268327,0.4497823594398212,-0.10333439658286149,-0.10131434551824117,0.3956048695188626,0.04584787345511574,-0.3527364027346696,0.0635467206826054,0.6761734274142693,0.5226978041316588,0.38074660587020087,0.5338314505224778,-0.5028852265866044,-0.30249694221926715,0.07396259705180909,0.08129719764590611,-0.7215522259652017,0.16003628408402684,0.2158234487786239,-0.04845246948331791,-0.2640752678766168,0.02823900205731662,-0.05871617666936783,-0.03544714103128845,0.06706366720238383,-0.014364311459134567,0.07645829072163404,0.028249606337518066,,-0.09948330708521114,0.5297526971033647,0.4937652099406149,0.5687687385102391,0.573097564294989,0.45189922603673466,0.5740714041009498,0.6304785737813132,0.40636357876420703,0.42787487411056047,0.318411956918413,0.1591207746789542,0.4654987524933645,0.014666220605996148,0.5121381444905929,0.4456928213029447,0.36716927251927134,-0.15289894597361195,0.5742171325330919,0.5267403315104433,0.6087962383184418
Sugar,0.4091537559082276,0.6725695594258659,0.6798882352748401,0.6802535234991454,0.4135825772327659,0.49190768102917576,0.4898672809882319,0.10215243584719157,0.5577594135876044,0.6115608983732049,0.6847109796463403,0.6834142408938212,1.0,0.5397573843021906,0.5893649738362425,-0.23957532328497338,0.399601183190393,0.7165425749006352,0.6168301198933914,0.467440999584715,0.6156862060991868,0.6515630688915675,-0.25982487297983187,0.2809855743596614,0.6329901828471844,0.6488309661614774,0.7661964124354392,,-0.20109333585742334,0.04258183481495507,0.24671409496556124,0.0490142974538215,0.038674320170542675,0.3472021598274607,0.4487529409419078,-0.07445454258508755,-0.10149664008395545,0.2799496597068765,0.03461981049393293,-0.28387096392162287,-0.001265648202418442,0.6320296843394202,0.4556175140485187,0.3462300134794695,0.4071338106120232,-0.34926009086368426,-0.15889944860858873,0.20648317917681666,-0.0005001297789088032,-0.5522184467271984,0.19567472744789322,0.22124006191357773,-0.11138952585014927,-0.12386359092779203,-0.004909473400684735,-0.0004601248230027471,-0.007650149797513908,0.014048588065080336,-0.0023419324758628133,0.051896382093274955,-0.004659000062156396,,-0.0022520913829467766,0.47596605189848373,0.4071214753280276,0.5366787504023015,0.5402615266917911,0.3369814257085978,0.5228319922528466,0.3836443124830386,0.39520584574300327,0.10098811875326522,0.3064275996820726,0.3191920326235048,0.4581399930756824,0.24748978547795614,0.5110710430928401,0.453528594341746,0.3586127805108645,0.12562798820708762,0.5151514989240042,0.4820147714781211,0.596868277143576
Wheat,0.21583642923872598,0.5188082626472079,0.8770068135361955,0.6351664863773883,0.2568155382332888,0.5110725876710122,0.3494690329915271,0.308067357051838,0.8051356896032384,0.7590692438509138,0.8711085163953954,0.8660621429676842,0.5397573843021906,1.0,0.9693054622906104,0.20227010761438485,0.65183138063103,0.7322125976193098,0.7699566752441367,0.4361272219172683,0.5018369890999838,0.8038983058222394,0.04390509306516203,0.47658301104727935,0.6230940039438376,0.7682659023953036,0.6309699080618127,,-0.3231617536935999,0.021537839611239947,0.1992914066352682,-0.11921099702911703,0.034684051861308726,0.2714334700273707,0.3289261420411241,-0.09993112069339895,-0.10187073571095533,0.28144635922117095,0.028022856721722063,-0.39454023993146786,0.1941658090276791,0.6072645671955068,0.42877119885212867,0.2988564294603814,0.36136183073296957,-0.3932661039260511,-0.22186933363796554,0.021904228037263298,-0.010105168772252062,-0.5689043967913076,0.03692140816384878,0.06910846419488141,0.0945792242864377,-0.3588715543186841,-0.0294314865510798,-0.012904149638565359,-0.002148537744843829,0.02269463908077891,-0.0008586129377377285,0.022462142939566263,-0.02951114961490569,,-0.03212975765543067,0.4066754823700202,0.3658526015200513,0.4709791469616734,0.483887163393594,0.32143606229967847,0.4558059390341257,0.5510540615281547,0.3021366302021956,0.4457042789561066,0.27649874060038787,0.10984506135595883,0.3621673859041053,-0.006972093364813986,0.4446354139794087,0.4162144984377297,0.15903942932936196,-0.04868495000521593,0.4168004108252091,0.3570571153429877,0.4251280929444561
Wheat_Kansas,0.18603741970404375,0.5280580891128624,0.8758067337996638,0.6633585429122688,0.2607610148858051,0.5380657144409394,0.356400215675242,0.22654942158918118,0.7772007299470828,0.7431920797950022,0.876656325006874,0.8622310341525804,0.5893649738362425,0.9693054622906104,1.0,0.18521143881899002,0.7277858792933093,0.7120555068016023,0.8118687520310369,0.5592787176085249,0.45148033317355163,0.8437679534546051,0.09954728346327309,0.3725695301573927,0.6362663072823541,0.8154821415672189,0.61133781696135,,-0.3835499288238399,0.015224185923160855,0.10802013645873544,-0.11358951719741812,0.02920848760678937,0.22156820568299643,0.26106678085511603,-0.08104160100697386,-0.09328919982532133,0.21896183265986124,0.024799173671529878,-0.38824136303318835,0.2349988480376429,0.6323362838049561,0.3723357738223335,0.2421631462377711,0.27824210707162966,-0.26834192007390334,-0.1368959035005567,0.005528743091533073,-0.08534374676051143,-0.5204639430705272,-0.032574994466285534,0.015198960340710378,0.08095994875624013,-0.36241710963576973,-0.025287472796594122,-0.01781381566268128,-0.001746913178389308,0.019707141879610503,0.0011253559262289598,0.03143204864260614,-0.025375655533827403,,-0.03332370130670784,0.3275222067743283,0.2744678876590145,0.393103636696376,0.4074946942514865,0.23222057005108604,0.4020407709096012,0.4566315482914682,0.2770987608418814,0.35682438766778,0.20454511903702152,0.07931025669372943,0.29668132821177634,0.0012758441029511755,0.3455449193352778,0.3139909248338203,0.15858956788666448,0.023482305143788525,0.34404247806504973,0.27443417380058865,0.3538036089922339
Baltic_Dry_Index,-0.12632108057823072,-0.10285737730651061,-0.05027114402022238,-0.0936378000843426,-0.29810658051162764,-0.11832561218670175,-0.29816342607105056,-0.06817854677166507,-0.0004670916037096751,-0.18261841459106457,0.11261926818300874,-0.03836360561541403,-0.23957532328497338,0.20227010761438485,0.18521143881899002,1.0,0.2935118248639082,0.06410256583475936,0.25030085440818517,0.22653606061994014,-0.2739163561277034,0.1095975954095885,0.6553039183195098,-0.1975969780543424,0.19985267397960896,0.12563822789229934,-0.1959625269065161,,-0.28336363819357047,-0.04690242329361639,-0.21841502547582806,-0.34343085454305544,-0.016470246367690212,-0.22172514177079683,-0.3184950007117325,0.13032587614011365,0.03602617007469846,-0.2164629280733416,-0.014335504529925583,-0.4423410686367411,0.537850095747414,-0.024482414039756366,-0.18441751799011472,-0.19762761858058348,-0.5219858379344963,0.30845987888467546,0.1707348238334652,-0.12550296621459098,-0.2976284431794703,0.3472104252843714,-0.4284895472534577,-0.4439740440574198,-0.03108765685827789,-0.19500543486735852,-0.01708104104988183,0.04942352098720551,0.047315826477636026,-0.019901925023582203,-0.012063892500815934,-0.03933056697657058,-0.017388793521415338,,0.07143235756570576,-0.3263989646269989,-0.3897559313538654,-0.220130806163618,-0.2041432545421629,-0.4454330886114265,-0.2752740628052882,-0.18922639031655367,-0.2171488981354439,0.060003861074052284,-0.19598596531818288,-0.19856862765775748,-0.33694367130105773,-0.13115780487197193,-0.1512111805896508,-0.05885205399030482,-0.56738077203446,0.17967325235238485,-0.3867171851949846,-0.4734877103812574,-0.513692442982412
Brent_Crude,-0.024520083412816644,0.28728735801791144,0.7094690879058525,0.5203399895868566,-0.012578924387806069,0.5269487181585603,0.05077095229028279,-0.04476057358713832,0.5220657607371034,0.5451341639173976,0.6386827282299272,0.719571993831435,0.399601183190393,0.65183138063103,0.7277858792933093,0.2935118248639082,1.0,0.5228756917883949,0.9747391221077184,0.8048295500588429,0.011516423571112405,0.9291044994081835,0.48008699630535834,-0.15334350159937782,0.6569189097172042,0.9498450766183558,0.4099898645886933,,-0.4749238601967627,-0.0033961622308314775,-0.41531984689214924,-0.022539092428828972,-0.006585640576825322,-0.08368172974826685,-0.15379295915927207,0.039715540370548606,-0.0035853884232160344,-0.12819609406951019,0.00772421110384089,-0.4951338237629826,0.5070946394750271,0.5269256181139491,-0.13385233633545984,-0.1823161929430136,-0.16318765532008062,0.2896902070670972,0.0024150526478694755,-0.06656176168427799,-0.40035538806598986,-0.27326698648097786,-0.4533397041872619,-0.4183788804252549,-0.13379288216796942,-0.30081714025301637,-0.04987450598779745,0.013042722513727867,0.07227914595562744,0.00872771182562697,0.01896787178275027,0.017923395080095623,-0.04997648962891936,,0.048683414853038724,-0.36480690858445275,-0.3797588666549624,-0.3214937892738945,-0.2904182350912713,-0.2765724669835919,-0.1999704129305082,-0.16803882111013452,-0.11294526265761497,0.050105763585317646,-0.31850762234364427,-0.19250520585024328,-0.2880912292948696,-0.021271310809137755,-0.46237333978706735,-0.4623531011289286,-0.003505097393594444,0.24770888783038514,-0.3714182509790468,-0.43008725871799264,-0.3908658258159702
Copper,0.5570352748833868,0.7872966054383409,0.7365098066093144,0.6158848072473069,0.621651968178167,0.6518165934663338,0.6716436302739389,0.39455706457573814,0.7528266505941892,0.6448879928164317,0.8077010555129255,0.7495962163426572,0.7165425749006352,0.7322125976193098,0.7120555068016023,0.06410256583475936,0.5228756917883949,1.0,0.7499555064682359,0.5795859656405538,0.8090389817877571,0.789482978540197,-0.12211299067676497,0.5307426841153357,0.6374804887510659,0.7883293840892763,0.8635797844963808,,0.07945086795591406,0.05084221316491651,0.3147079659687873,-0.20091479781211347,0.0426780691420837,0.4026648485733999,0.49885743203813476,-0.07723949055671134,-0.09394718902469323,0.3717906398553901,0.04311580539930945,-0.31943208830821973,-0.019415594654028017,0.7909127852903768,0.7159863958978768,0.6290076134732178,0.606537687000086,-0.2981929793660186,0.049341144813907105,0.5068001689037913,0.30248198391347086,-0.5491372773451223,0.3644395522002291,0.42031656512725113,-0.1982159603461485,-0.2704860758072052,0.07083151478379372,-0.045739414392016925,-0.07502879901758086,0.05718726937085922,-0.01084331743034866,0.07386866639348305,0.07089131658500497,,-0.08334810524880698,0.6923413275440147,0.614311811446059,0.7820038865231455,0.7895009931277847,0.4853436366306829,0.7280004856076755,0.6362957374078259,0.5811884125134772,0.31309332821234787,0.6099142876798311,0.477389261773556,0.6869777944617913,0.24457344928889949,0.6913951002827042,0.6370903717743516,0.3029574166638328,0.05692498212878546,0.680327578045514,0.6029122817872962,0.6064889728489296
Crude_Oil,0.24493978081018247,0.5374675090156507,0.7432383066282354,0.6047178524143499,0.2882076651602484,0.6348169124482483,0.3544549933338408,0.110639883875733,0.6637289440577837,0.6548379914184247,0.7557604330832021,0.7659128372047131,0.6168301198933914,0.7699566752441367,0.8118687520310369,0.25030085440818517,0.9747391221077184,0.7499555064682359,1.0,0.6866771062111862,0.41605599917723823,0.951195849411339,0.2071928525917217,0.18348141924004385,0.77698254702735,0.9591813007375476,0.6156404813986098,,-0.4760850913939178,0.02732313168263569,0.08826346540466876,-0.04290612999247036,0.032440176128993636,0.2414157213617772,0.25562244378609117,-0.01883627604936817,-0.06458474223792886,0.19832690465430147,0.035273856683445064,-0.580877470772719,0.4548974205220789,0.7490436237800854,0.2865903535736776,0.16275953354312053,0.0852820390887552,-0.16522752502122942,-0.09199845718091586,0.022356549946481043,-0.3161561396848271,-0.5041939980292823,-0.24504355617729245,-0.19246918198090257,-0.15920566258703725,-0.30634060649020145,0.02842349662899305,-0.031859957340032066,-0.011015565115021478,0.042330540201955834,-0.020703972851621823,0.04137834920791833,0.02835715697529567,,-0.057695269863580215,0.25466654315540715,0.19925641137717368,0.37947001242262435,0.3874033874710079,0.16463902700027272,0.3107317898311561,0.3350761593047053,0.1837147578320928,0.27657590272552374,0.12980865240184455,0.11403227445361015,0.27040443963292377,0.0820239055381667,0.38359052159851864,0.3653243752030829,0.21460865302943766,0.15243393693649993,0.2791833650837293,0.1896790746226376,0.2958549221473431
Ethanol,0.11573127022622715,0.4453360648905622,0.5374015184479168,0.3444253163969433,0.061733782483733214,0.45415123766287907,0.11967694619068833,-0.013739883270037114,0.39897684957208157,0.20595094216602963,0.5426797271753955,0.42969422798843987,0.467440999584715,0.4361272219172683,0.5592787176085249,0.22653606061994014,0.8048295500588429,0.5795859656405538,0.6866771062111862,1.0,0.11685555237916057,0.638167819124288,0.3755386187606527,-0.11716327648492901,0.5494902187509865,0.707686612027109,0.43841685415851017,,-0.3831740725851376,-0.016112489927111825,-0.4675083884701415,-0.1637227640531186,-0.00986287384783689,-0.15132418052121943,-0.22016469394316537,0.07332421719485414,0.014063177317728808,-0.25079810760698606,-0.00035988101468183235,-0.32799729395856914,0.34788705554826466,0.3737957726941187,-0.01696262716320873,-0.035456880575911856,-0.12114304918646746,0.36303353772232744,0.21623208855229922,0.143520482056463,-0.23490222625096893,0.0567841837340667,-0.26629840139010447,-0.2764280215514937,-0.09588658126311816,-0.260283087057625,0.003713869860413608,0.008093952453399663,-0.006915535949355159,0.018395370380870656,0.019783280678352496,0.0775612497211535,0.0034757424135155013,,0.02824235669554099,-0.2638687150885871,-0.32973391569909877,-0.1988707599277852,-0.1669986429591292,-0.32632519906623225,-0.1181511268570785,-0.24139785979932332,0.002601162775217546,-0.15960453031803407,-0.20558091549395965,-0.11988967747134816,-0.2344784525439161,0.009534714263815802,-0.3401954033359191,-0.34493228669442894,-0.11740318623472382,0.41016625523670275,-0.27999364990691983,-0.35040829479392577,-0.3431594897506662
Gold,0.7606829469964589,0.8423893055264767,0.5820293764127845,0.4329970276486422,0.837461422364612,0.569493644183609,0.8628236307861585,0.4748513031050439,0.6091923910737206,0.5854330348151096,0.645191347304917,0.6194582680225393,0.6156862060991868,0.5018369890999838,0.45148033317355163,-0.2739163561277034,0.011516423571112405,0.8090389817877571,0.41605599917723823,0.11685555237916057,1.0,0.5431152665178227,-0.4286733629739902,0.5814154911712772,0.3489702436597298,0.49692147545791404,0.8855329027791847,,0.439919259523611,0.056742967417316596,0.36353722684604656,-0.07749039466447728,0.038864272334905546,0.4447078912140141,0.6169459977868826,-0.1328879097928015,-0.08411109911326307,0.45088887725469834,0.03643609318934034,0.04355958752794318,-0.41129974120041385,0.6785701338419502,0.8625008651022684,0.8491727419943532,0.862952387956378,-0.3828085038767526,0.041141774949203895,0.7862093315369056,0.6742057537225568,-0.4929025342066296,0.7060491611998893,0.7667339954601042,-0.07438655886993997,-0.12421498513499679,0.14054769525724992,-0.06736967302805712,-0.160095549798448,0.05841717320669895,-0.016258734724846003,0.09756603488386555,0.14066214202407104,,-0.14885112426862057,0.8748270249443043,0.8042365217339112,0.8935696833849137,0.897951736925939,0.6416941875898168,0.9060587466890324,0.6729930544151007,0.8173036153868012,0.16677386942928182,0.8105398192323416,0.5420240843130519,0.8816810583140748,0.17636157086026652,0.693908447429652,0.5905398168225181,0.41347122027819416,-0.19056972960133112,0.8561323796465432,0.8374399574936153,0.785118949745649
Heating_Oil,0.2951844068889062,0.6071478459913943,0.8122053224809958,0.6341423295311375,0.4332264323529863,0.6749622277290299,0.5064986779625272,0.18430849105846642,0.7387230300331588,0.7299118031222358,0.831336658750707,0.8217529366637937,0.6515630688915675,0.8038983058222394,0.8437679534546051,0.1095975954095885,0.9291044994081835,0.789482978540197,0.951195849411339,0.638167819124288,0.5431152665178227,1.0,0.12122480696306517,0.31086252267073194,0.667640690039923,0.9577908845519757,0.6802592008747941,,-0.3142711905304285,0.03685878345265646,0.1590255741548995,-0.03736822398273243,0.03355030756287571,0.2959899972095728,0.341850133250441,-0.04978548641818084,-0.07337745211794831,0.2642608437791791,0.035793524961677425,-0.40949013772496456,0.1883554080629638,0.8161440927835097,0.44453921836751364,0.32352286051805657,0.2992894403045013,-0.21188955102022974,-0.023801049278186128,0.13670726152187637,-0.09012000407513489,-0.542848931616362,-0.026234697247094867,0.05767827377875742,-0.14322749302612156,-0.2705419777279656,0.03920219032554342,-0.04204960777962749,-0.05138868302241672,0.04005056972088788,-0.009154639693980837,0.06454575589613565,0.0392100993285284,,-0.0885794296848824,0.42037721707208536,0.3637997642854965,0.5073293893291841,0.5137981763356683,0.3103757515804391,0.4833449833612523,0.4642027243400224,0.36284523820342157,0.29038580757074195,0.30078303266220435,0.21824285715986697,0.4248220740174399,0.10459694764238939,0.43961378466987916,0.38982101925327595,0.3212839831003455,0.06979500691857024,0.44243296291981016,0.35406913665039946,0.4225990340857275
Natural_Gas,-0.28695881979046867,-0.1470081817773818,-0.10735901636737105,-0.09913615755733433,-0.3517817126618207,-0.07974172265701773,-0.35407406033195077,-0.12593947227030353,-0.053111602287429414,-0.28180741371632795,0.002918835379334893,-0.1537990411282856,-0.25982487297983187,0.04390509306516203,0.09954728346327309,0.6553039183195098,0.48008699630535834,-0.12211299067676497,0.2071928525917217,0.3755386187606527,-0.4286733629739902,0.12122480696306517,1.0,-0.297434472845508,0.08276658858860644,0.10977683463791499,-0.3403555296960222,,-0.3791676953993139,-0.056943417531331975,-0.3888832800551606,-0.29589281159482733,-0.02241674775344011,-0.32304104132137734,-0.47045339604602865,0.1675168253192845,0.06413745215782725,-0.3808320498111396,-0.027286630340426974,-0.3065685947838326,0.4168653775055429,-0.11783214032504218,-0.3544497149749981,-0.34047879369638984,-0.6172118301636926,0.4593497550697899,0.2502474816614373,-0.22351880630126658,-0.37307388372174766,0.41569580065199396,-0.5392210657544741,-0.5268508813915612,0.013394059678516885,-0.26489144275002485,-0.13487949674584815,0.06494116109336026,0.11248744437859048,-0.05661354998712307,0.023956278609599216,-0.05222381816318319,-0.13478345402189407,,0.11409539362972984,-0.48451462882309726,-0.5347361365288439,-0.39960980692410797,-0.3813712662074898,-0.5688849054223396,-0.43634505450760597,-0.42754321361052494,-0.3250309480328437,-0.20018793590795436,-0.3473193299228463,-0.3001568926617712,-0.48157184131237696,-0.1466745737788706,-0.3222280118349562,-0.24286648073412334,-0.4685859497518495,0.4779805978270255,-0.5284772986783419,-0.6109635597136757,-0.630806046405887
Palladium,0.16806615082279558,0.3077614226126001,0.4531146770726015,0.38516930493648033,0.35716957666291255,0.35925651710258016,0.3940517389817244,0.7386340308624361,0.6222375937258804,0.481037518762719,0.5175887654494803,0.4803475669498362,0.2809855743596614,0.47658301104727935,0.3725695301573927,-0.1975969780543424,-0.15334350159937782,0.5307426841153357,0.18348141924004385,-0.11716327648492901,0.5814154911712772,0.31086252267073194,-0.297434472845508,1.0,-0.0003749090451692111,0.2585952503891121,0.43951296632255993,,0.4542487410793758,0.050183456455265625,0.40430881631204374,-0.24249543193914347,0.024640843330494103,0.298917123618271,0.4287834602295398,-0.14464886315119532,-0.08606992474769484,0.37969909980883015,0.026282883487471535,0.21347306188461257,-0.47286366956359666,0.24388122227818781,0.7309442117603346,0.6834767120294486,0.794703191158694,-0.4934399191524737,-0.04713381500634027,0.17021316560343225,0.7278552405856169,-0.38618954785885123,0.6382590128035065,0.6308651323605103,0.02503302703762075,-0.22969685112781327,0.07524533607188479,-0.06850861376870351,-0.14793565895209482,0.06814781205737025,-0.0010393444052058628,0.08947836606237854,0.07554614360895899,,-0.13788223942908043,0.7319742282815511,0.7234062106301202,0.6133981429604562,0.6103613151972016,0.6382781945774995,0.6943555169703615,0.7496972401936608,0.5623179589693709,0.40116524105512835,0.7042699169761434,0.41000262830805406,0.6511027189682661,0.11362498820416146,0.45109951897997036,0.36346018456686013,0.259451730916572,-0.19477115525283173,0.7126822369489041,0.7602309717155915,0.6539261510587404
Platinum,0.19886673839670965,0.49535326265169566,0.6262646673754902,0.5370079399307217,0.14683709686100968,0.4962934460180164,0.20016660774738967,-0.08061834542959825,0.4052898266027366,0.5178304267262268,0.5767606619955239,0.6269100550231749,0.6329901828471844,0.6230940039438376,0.6362663072823541,0.19985267397960896,0.6569189097172042,0.6374804887510659,0.77698254702735,0.5494902187509865,0.3489702436597298,0.667640690039923,0.08276658858860644,-0.0003749090451692111,1.0,0.7154906000112305,0.6616419558873048,,-0.6581700525952263,0.023172843386177734,0.06546290157742739,0.151409401016863,0.03971908952438501,0.2383006942531941,0.2195327715507146,0.01520374615637227,-0.08077790168978705,0.1533554867815139,0.04156868949102554,-0.8117174544373784,0.7499636458464246,0.5620258734084925,0.05882406154957546,-0.06028737455074579,-0.19407833553939297,-0.3596413651037492,-0.4198815855978603,-0.10279860717909767,-0.6813045954150733,-0.5277011017742002,-0.5664802988022264,-0.5202638099724557,-0.15100854112501508,-0.2502883400112681,-0.0554877471619993,0.017518724199099535,0.07926674760628125,0.014000940434017407,-0.005375559022400839,-0.03598795113226071,-0.05549986688802293,,0.04244866809641444,0.06996523579278384,0.04667524377376811,0.24604823029758394,0.2478992945838456,0.07321492591512745,0.09635160082602234,0.20677857404640976,-0.07657712171823448,0.3157221990134069,-0.12953126899921485,-0.04571952005587802,0.08312054172988549,0.04642696494966866,0.3966539714366657,0.42758043206763446,0.18252107023112366,0.24170961828080564,0.11942527659206012,0.09236656340399402,0.2927011503181076
RBOB_Gasoline,0.2736093027553001,0.582801929280889,0.7975044182401103,0.6425283600492889,0.38604616182728585,0.7162871367868855,0.4513236901914453,0.17484953075373957,0.7062337921020521,0.7060946810365584,0.8002544091905099,0.8120674428242499,0.6488309661614774,0.7682659023953036,0.8154821415672189,0.12563822789229934,0.9498450766183558,0.7883293840892763,0.9591813007375476,0.707686612027109,0.49692147545791404,0.9577908845519757,0.10977683463791499,0.2585952503891121,0.7154906000112305,1.0,0.6768696532421605,,-0.36397783513001075,0.03944718141649374,0.11843951714121345,-0.01027010117439728,0.037241068153011765,0.2633881777403699,0.2981974694164079,-0.03339654438061139,-0.059227215615228805,0.2618114621091291,0.04113823909466709,-0.469842683795113,0.2740524781694679,0.7819903351332298,0.3809365957385292,0.25943859771980343,0.2309152074447901,-0.19735443278964312,-0.042699524638207545,0.08649415032183906,-0.18461207496249638,-0.5424142039869195,-0.10748423333415714,-0.04170701297685461,-0.2110424757604446,-0.27372741722487504,0.09316098843201868,-0.07350179844780061,-0.05365434557689933,0.08058755282011175,-0.027446314290572683,0.08056630730281597,0.09304914147754191,,-0.12001852086014304,0.3450356885476111,0.299855572752951,0.4442791927846962,0.45213418410310957,0.26929739160754373,0.40236949181379195,0.40993246765788993,0.2763204183695706,0.28616454639833216,0.21380149963452624,0.18227279425296652,0.34902638534018526,0.1215885991194736,0.41437007916581875,0.3727853412430411,0.32013210445781326,0.11274847551018292,0.37360626435146077,0.2835072612448553,0.36833249515110245
Silver,0.5999029446954566,0.8442918142151303,0.7619940459221589,0.6244760288136878,0.6501417043875464,0.629275344353895,0.6981038237352717,0.28139731207177016,0.6270027197515157,0.6448777768353093,0.7395247315366813,0.7366991038402352,0.7661964124354392,0.6309699080618127,0.61133781696135,-0.1959625269065161,0.4099898645886933,0.8635797844963808,0.6156404813986098,0.43841685415851017,0.8855329027791847,0.6802592008747941,-0.3403555296960222,0.43951296632255993,0.6616419558873048,0.6768696532421605,1.0,,0.014539117168495274,0.05708098588760197,0.28586128593994725,0.05037403630814311,0.043302296194401006,0.42978821827723296,0.5555573007242015,-0.09963062451235066,-0.08957702821056263,0.40194939655763223,0.05018171369995411,-0.26095174199892945,-0.03915350906848691,0.6900078040317306,0.6335788312982068,0.5786299080589694,0.6577363698640364,-0.42530546981473,-0.12492727758145519,0.529926688743438,0.24084680503461955,-0.6052889129867777,0.340695651424974,0.4029746865313068,-0.10868544680659065,-0.2520610259359183,0.09194289004800076,-0.049558992035491925,-0.10208508573016636,0.05136214182171794,-0.007215669400004848,0.07798502395875109,0.09198599279357439,,-0.10457294241281598,0.664008458913454,0.6158494644395671,0.734004230148935,0.7391246456347131,0.5307828624731566,0.6980677304784497,0.6006223321921237,0.5585259101424715,0.2889570092253013,0.5220683981051523,0.4107609484240885,0.6555687762609963,0.20937579536914308,0.6530802775842183,0.5870982013042426,0.396763038124984,-0.06291126283168258,0.6753806834342688,0.6570433379510981,0.6976387728330005
Baltic_Dry_Index_volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
