,Cocoa,Coffee,Corn,Cotton,Feeder_Cattle,Lean_Hogs,Live_Cattle,Lumber,Oat,Soybean_Meal,Soybean_Oil,Soybeans,Sugar,Wheat,Wheat_Kansas
Copper_volume,0.024121013474961282,0.03382240292940957,0.04392618663475927,0.04788809722396997,0.036044093499567054,0.03260284703200632,0.04599175604822928,0.04869979138618577,0.032586819293729315,0.06241937398845874,0.035835724182781276,0.053304574854383245,0.04258183481495507,0.021537839611239947,0.015224185923160855
Crude_Oil_volume,0.13203586995289038,0.16964636456542587,0.22047434194880455,0.2521318413349299,0.20477352016673722,0.09777858377472183,0.23816360062110256,0.2128571860583469,0.21056332701996247,0.3385363268617024,0.16652686392984628,0.26805373622297857,0.24671409496556124,0.1992914066352682,0.10802013645873544
Ethanol_volume,-0.12394614857613218,-0.07435459934357226,0.018528589243987884,0.06840461795054534,0.054039630868228695,0.06969600764380045,0.06229596687132816,-0.18869902524240606,-0.13721429113947403,0.16995380000802862,-0.17425433671532933,0.049406354085695416,0.0490142974538215,-0.11921099702911703,-0.11358951719741812
Gold_volume,0.01873937363203635,0.02936133388778708,0.03456678687290624,0.033871005959603774,0.021822950769740883,0.032877128871610414,0.026707311006195715,0.011802279255032399,0.018028221095528228,0.04810857934062957,0.028769438114182738,0.04449605577779143,0.038674320170542675,0.034684051861308726,0.02920848760678937
Heating_Oil_volume,0.26694416285507305,0.3360706396838327,0.32107930637125986,0.28959837469928945,0.3469145694605077,0.2646611086583909,0.3745867178021157,0.18633563939608971,0.30134476441184654,0.399473739731973,0.268612321255032,0.3635795583268327,0.3472021598274607,0.2714334700273707,0.22156820568299643
Natural_Gas_volume,0.39861516209730663,0.4313686699619359,0.3973233882423589,0.3450440266078899,0.4679612266704751,0.26957701716154564,0.49811537063729994,0.21369803075859475,0.3916414132349406,0.4928403892002576,0.3501314287789756,0.4497823594398212,0.4487529409419078,0.3289261420411241,0.26106678085511603
Palladium_volume,-0.08225711002322772,-0.07051033509764722,-0.10540518598153263,-0.07356193726723717,-0.09711587732904728,-0.052696671940554815,-0.10645002193050936,-0.043058258969941726,-0.11730299586404436,-0.11176926249413974,-0.09300122151541722,-0.10333439658286149,-0.07445454258508755,-0.09993112069339895,-0.08104160100697386
Platinum_volume,-0.056209558046383716,-0.07265058048044652,-0.09380922417089753,-0.08732280881091592,-0.04485967281398015,-0.03703442172333188,-0.059894965788307504,-0.037499839901560444,-0.10632901551342142,-0.10945878528117452,-0.10107922358945831,-0.10131434551824117,-0.10149664008395545,-0.10187073571095533,-0.09328919982532133
RBOB_Gasoline_volume,0.25107692848179974,0.2942597440844985,0.3312724748195575,0.30007260680005293,0.34731047768494494,0.2853182721625693,0.3731559526153113,0.25269555007737,0.32785519361318927,0.4372375731995812,0.296784801399569,0.3956048695188626,0.2799496597068765,0.28144635922117095,0.21896183265986124
Silver_volume,0.015594002424166547,0.03153526902363695,0.03964459142299807,0.04808705598283954,0.016861112323211948,0.0291337741695297,0.027023538880618307,0.024553818106978376,0.02190011135796087,0.047019489298989664,0.03309503324041145,0.04584787345511574,0.03461981049393293,0.028022856721722063,0.024799173671529878
DXY,0.08977081242920237,-0.13484688503564166,-0.3250253192772676,-0.27751795614249264,0.23965213325682055,-0.21654862434501568,0.20306693077288546,0.13660166787645964,-0.12460888665850091,-0.2695094230265471,-0.27017667207092955,-0.3527364027346696,-0.28387096392162287,-0.39454023993146786,-0.38824136303318835
EUR_USD,-0.278882759603876,-0.13479279473038644,0.08998451369043599,0.05329246308946427,-0.49354947676761174,-0.03710938168597558,-0.49600303777275173,-0.373521571233876,-0.09874295670869099,-0.06596462493214925,0.022061869087669127,0.0635467206826054,-0.001265648202418442,0.1941658090276791,0.2349988480376429
Energy_Index,0.587456701395917,0.694247999594611,0.6019278923084146,0.4609471557918219,0.729331195874086,0.6248770081056517,0.7715884889194002,0.07310061232527625,0.5999148744789252,0.6745133150721226,0.6548255182920767,0.6761734274142693,0.6320296843394202,0.6072645671955068,0.6323362838049561
Materials_Index,0.6761696960396748,0.6581626888398233,0.4447049344627943,0.3753913161181213,0.794003215121319,0.4975071239357065,0.8212998395000448,0.7230311563513123,0.6543677019842268,0.5327276358079565,0.5991077222468816,0.5226978041316588,0.4556175140485187,0.42877119885212867,0.3723357738223335
SP500,0.7176333705893412,0.6517277075973005,0.316631628474371,0.2602502121148832,0.8122465465327532,0.42923223477848205,0.8200249595582485,0.7507227759116223,0.5512723844866069,0.3843274574658998,0.48280937479875546,0.38074660587020087,0.3462300134794695,0.2988564294603814,0.2421631462377711
TIPS,0.49760794501439803,0.5326806528245311,0.4705917857662529,0.3580575352380106,0.6835988803933531,0.41350466385322393,0.7272593137540675,0.5713064578665521,0.6224964017747017,0.5827918074958529,0.5008742782546829,0.5338314505224778,0.4071338106120232,0.36136183073296957,0.27824210707162966
Treasury_10Y,-0.032862762156834334,-0.17277891921362679,-0.4535405926847701,-0.3314418019882371,-0.1119194145202972,-0.24216813993942368,-0.1525847864199877,-0.3770734190886501,-0.4082469746700441,-0.5766832025217536,-0.32485959782044616,-0.5028852265866044,-0.34926009086368426,-0.3932661039260511,-0.26834192007390334
Treasury_2Y,0.16972944139242246,0.027431617651651728,-0.2586127586853424,-0.27080209260485555,0.28715649156794193,-0.08443351009555299,0.25999848895780076,-0.16022736734972862,-0.16117831937893934,-0.34796524295758224,-0.1384033356316082,-0.30249694221926715,-0.15889944860858873,-0.22186933363796554,-0.1368959035005567
USD_ARS,0.8948060329931717,0.7154756515413394,0.05017554486209858,-0.0055665146422757645,0.8023918297639917,0.27980698396423026,0.7817538093951756,0.5881635611544767,0.2132940141378237,0.026954925949379274,0.2412752068288531,0.07396259705180909,0.20648317917681666,0.021904228037263298,0.005528743091533073
USD_BRL,0.47616660892571566,0.3225711817149274,0.015771145924224617,0.003743422548040115,0.5927209187216977,0.1566760248429586,0.5991651662582163,0.6917872364448213,0.3437781064693398,0.14324201259194735,0.20705765095358364,0.08129719764590611,-0.0005001297789088032,-0.010105168772252062,-0.08534374676051143
USD_CNY,-0.14598970813159506,-0.37585325440997885,-0.6422472434054771,-0.5294122547663621,-0.35384268948945413,-0.4781499000251164,-0.41662214606902426,-0.20689096491493955,-0.5335044104518957,-0.7767540863572198,-0.5064745546121764,-0.7215522259652017,-0.5522184467271984,-0.5689043967913076,-0.5204639430705272
USD_RUB,0.558853250827513,0.37279006650369645,0.08071470770302738,0.08917030813158618,0.6756666506314722,0.1427848643319675,0.6896700872545538,0.5950949196927049,0.3463400317234545,0.24677951596974373,0.21577918284094116,0.16003628408402684,0.19567472744789322,0.03692140816384878,-0.032574994466285534
USD_UAH,0.5950795586804332,0.4551308184297565,0.14211323773984066,0.13206983409999887,0.7300861238510646,0.20181194676560452,0.749846129143434,0.5153204832964109,0.3415522115694352,0.2984878984427638,0.27904912795348824,0.2158234487786239,0.22124006191357773,0.06910846419488141,0.015198960340710378
VIX,-0.07940527281154375,-0.07064155503840049,0.03364437620812623,-0.10450282337883086,-0.24839226232290965,-0.23358110407221114,-0.24045827112264428,-0.08752787483159896,-0.019941255359101132,-0.08345969996593748,0.00973659477743715,-0.04845246948331791,-0.11138952585014927,0.0945792242864377,0.08095994875624013
ONI,0.09199897982476132,-0.22126292189961225,-0.302350626285169,-0.30998150203769154,0.12516876250655873,-0.17940340776164326,0.08297440812027522,-0.2514237970213617,-0.25116388845603194,-0.1497532941527357,-0.3154466780910267,-0.2640752678766168,-0.12386359092779203,-0.3588715543186841,-0.36241710963576973
Temp_Global_Grain,0.0847788082007746,0.05662977482716583,-0.027845117816547686,-0.06804133918377318,0.18533800003033815,0.16087227166955761,0.0914301035485172,-0.013462841152786256,-0.022018800603544376,0.021039435906929162,0.027083355088773617,0.02823900205731662,-0.004909473400684735,-0.0294314865510798,-0.025287472796594122
Precip_Global_Grain,-0.01965491601638001,-0.017911713787962098,-0.024733895163840502,-0.00020854025642941793,-0.08119320971711706,-0.11684642971973744,-0.0440572126254624,-0.02570321270487457,-0.0007964232789479587,-0.05659247817081877,-0.020570646608421894,-0.05871617666936783,-0.0004601248230027471,-0.012904149638565359,-0.01781381566268128
RH_Global_Grain,-0.06980783542197633,-0.05851834411504108,0.02801041458119436,0.07646048505169417,-0.2076944687665606,-0.1308981808613333,-0.1278848313531008,-0.04022536780187429,-0.016962257454806284,-0.03517760795530561,-0.03791763848693976,-0.03544714103128845,-0.007650149797513908,-0.002148537744843829,-0.001746913178389308
SolarRad_Global_Grain,0.020304699286078413,0.01575429822984305,0.04046937063271198,0.012329186169457359,0.039935259325876535,0.10422604366558436,0.015315767910916886,0.05048804882187624,0.022544299383872982,0.06595004158766513,0.04791742533659097,0.06706366720238383,0.014048588065080336,0.02269463908077891,0.019707141879610503
WindSpeed_Global_Grain,-0.026011940792052907,0.005819898360809356,0.012099542126786999,0.02622661414044246,-0.03843125790884748,-0.05614482680343974,0.0034237727915214077,0.04854622930394985,0.021619786943464003,-0.018955713000220677,-0.0016886985005404667,-0.014364311459134567,-0.0023419324758628133,-0.0008586129377377285,0.0011253559262289598
ET0_Global_Grain,0.0277630883751961,0.0422268389637481,0.04598300347732806,0.004722919658486886,0.08581742733982498,0.10032128424747568,0.061187228419563325,0.070435216963537,0.035795714383635456,0.06709846396042482,0.07186589939429512,0.07645829072163404,0.051896382093274955,0.022462142939566263,0.03143204864260614
GDD_Global_Grain,0.08483252288835352,0.05653202808653927,-0.027829566047645197,-0.0678992598144484,0.18553158331887698,0.16078007624532048,0.09155859789023384,-0.013653580795695562,-0.021896788121908917,0.021147286426846428,0.027000735472574942,0.028249606337518066,-0.004659000062156396,-0.02951114961490569,-0.025375655533827403
Heat_Stress_Days,,,,,,,,,,,,,,,
Precip_Deficit,-0.04947257201940425,-0.04161111384103086,-0.03330213154725783,0.04396356886990175,-0.185779299110421,-0.20631247874994119,-0.10239824570196514,-0.011971672204505714,-0.0007351909336273149,-0.0983852386764401,-0.04625817942676461,-0.09948330708521114,-0.0022520913829467766,-0.03212975765543067,-0.03332370130670784
psd_world_Production,0.6072496813501146,0.6167525753423485,0.4429299530283338,0.36876977755336793,0.7713796961608682,0.4446421447690957,0.7967131269611762,0.5577954235345931,0.5700061653918572,0.5728616538565386,0.5117291728507742,0.5297526971033647,0.47596605189848373,0.4066754823700202,0.3275222067743283
psd_world_Ending_Stocks,0.5085343724498017,0.5489910092905742,0.4156899595643277,0.3665296388239498,0.7256991772464777,0.42653958078089926,0.7464443376156205,0.5336606820037696,0.5443554732011179,0.5632553725202821,0.43521236022437765,0.4937652099406149,0.4071214753280276,0.3658526015200513,0.2744678876590145
psd_world_Exports,0.6703754698351498,0.6964016162042466,0.47981618972604656,0.38565592931922626,0.8044224765105139,0.49424730099798164,0.8245144461420912,0.45896919845896783,0.5766235834972528,0.5849570097751575,0.5479725917179226,0.5687687385102391,0.5366787504023015,0.4709791469616734,0.393103636696376
psd_world_Imports,0.6799454539479645,0.7193535907941706,0.4863050067423944,0.40161560745661656,0.8084606135184165,0.5013754118875425,0.8286503762378475,0.47136653653529365,0.5960821552539737,0.5808121630373408,0.5644531489802496,0.573097564294989,0.5402615266917911,0.483887163393594,0.4074946942514865
psd_world_Stock_to_Use_Ratio,0.321225717382552,0.4133391187941831,0.3970117899459559,0.3678127991199453,0.601186669161586,0.3940384439367064,0.6213061900013632,0.4380397961658349,0.48570645788554917,0.5483270589505672,0.33589176969017065,0.45189922603673466,0.3369814257085978,0.32143606229967847,0.23222057005108604
psd_brazil_Production,0.6681777826091655,0.6912055862612958,0.4954794173694126,0.40626383967913937,0.8150282116593806,0.48577780212331656,0.8464795748384013,0.5695394101868193,0.614552658292227,0.5883564015611806,0.5991697470912901,0.5740714041009498,0.5228319922528466,0.4558059390341257,0.4020407709096012
psd_brazil_Ending_Stocks,0.2600185326963905,0.4111075585665276,0.5825484922921368,0.4112981641336048,0.4990685921736478,0.38940607277247474,0.53995364408802,0.5198694682002643,0.5703929885381102,0.6660079988910107,0.5548458475140463,0.6304785737813132,0.3836443124830386,0.5510540615281547,0.4566315482914682
psd_brazil_Exports,0.7097583891518574,0.6497714560234333,0.3413910113646149,0.2927697517125115,0.7849591189015972,0.4100584086387438,0.8046543701751249,0.603974170755841,0.5068146633515223,0.39548023940723886,0.5021993247613179,0.40636357876420703,0.39520584574300327,0.3021366302021956,0.2770987608418814
psd_brazil_Stock_to_Use_Ratio,-0.19277959276860163,0.017169572211547992,0.44108904891957246,0.2377777281159951,0.000142684767959348,0.13120438918244046,0.03181446083794516,0.2732924164688909,0.2705614312245233,0.44327649393597446,0.2954023155873946,0.42787487411056047,0.10098811875326522,0.4457042789561066,0.35682438766778
psd_united_states_Production,0.6413681794120637,0.5754987917992448,0.26882592294217295,0.18778976226825728,0.7509284510902277,0.3181208255052464,0.7509685914221743,0.6071414401841267,0.4875158099019776,0.33775033807663074,0.4102931909050691,0.318411956918413,0.3064275996820726,0.27649874060038787,0.20454511903702152
psd_united_states_Ending_Stocks,0.4188218546930647,0.38872854801623896,0.17221260047856168,0.2557020380503882,0.4793184731661765,0.12152918085560836,0.48209042392461665,0.22220306587126684,0.24769053221087745,0.2018019696254703,0.22344031013706783,0.1591207746789542,0.3191920326235048,0.10984506135595883,0.07931025669372943
psd_united_states_Exports,0.6860319139133262,0.6396513206917867,0.38680469698082887,0.27914491124003615,0.8290150776349473,0.4350520968175382,0.8377937665603369,0.46670538187887495,0.5328958784258698,0.5231205727443061,0.45934215833360686,0.4654987524933645,0.4581399930756824,0.3621673859041053,0.29668132821177634
psd_united_states_Stock_to_Use_Ratio,0.10436207000456875,0.14237595264714584,0.07947013627750255,0.24234752579412647,0.13283867646897854,-0.035862504861788415,0.13870525787500532,-0.03282421620366146,0.0480711766614505,0.05022696570400751,0.0522910525470171,0.014666220605996148,0.24748978547795614,-0.006972093364813986,0.0012758441029511755
psd_argentina_Production,0.4664376488479953,0.5754501388311372,0.43355183156069615,0.40251446282883063,0.5641932426350375,0.4176237551185123,0.5854117722248889,0.29713361803294225,0.4588920843357477,0.5170395795980547,0.4290167013638421,0.5121381444905929,0.5110710430928401,0.4446354139794087,0.3455449193352778
psd_argentina_Exports,0.38860147620023683,0.5111813106790528,0.38053187522797177,0.35359291814964167,0.444991651764921,0.33292385490020654,0.46259268637548245,0.21475195314852707,0.3673410041465837,0.433708269885354,0.3637846653966148,0.4456928213029447,0.453528594341746,0.4162144984377297,0.3139909248338203
psd_argentina_Stock_to_Use_Ratio,0.19504023587909403,0.28627253064872926,0.2939420269129624,0.2882330116060908,0.5383410553813749,0.44739968754535486,0.5570701470257645,0.16012800301109398,0.3184973841296422,0.5076990911572654,0.1734354815476367,0.36716927251927134,0.3586127805108645,0.15903942932936196,0.15858956788666448
psd_china_Imports,-0.14617670983670508,-0.01092951602337792,-0.10408558733702043,0.004018294464777098,-0.20495716076130766,-0.09612632746198178,-0.23417442693882473,-0.1228938015260115,-0.12978484034445192,-0.23973655601702307,-0.0643105062977502,-0.15289894597361195,0.12562798820708762,-0.04868495000521593,0.023482305143788525
psd_china_Crush,0.5586830419241662,0.5883942814574828,0.47616726197575876,0.3986497620528123,0.751040305017802,0.46567372409396207,0.7838422867101963,0.511968913876567,0.560019659645251,0.6349146644566966,0.5130488501048336,0.5742171325330919,0.5151514989240042,0.4168004108252091,0.34404247806504973
psd_china_Ending_Stocks,0.504470312328482,0.5355768655201786,0.445436266605235,0.3764263672054369,0.6781348372418785,0.4009947688364527,0.704129846816451,0.4847159905757416,0.491391830535866,0.6001859273400555,0.45225054858327246,0.5267403315104433,0.4820147714781211,0.3570571153429877,0.27443417380058865
psd_china_Stock_to_Use_Ratio,0.4372759707771309,0.5316781033194372,0.533659431473166,0.4625267495473904,0.5761442217488796,0.425158485221041,0.6147263039932597,0.34352663027667163,0.488040640217543,0.6795213466258473,0.4817986578292616,0.6087962383184418,0.596868277143576,0.4251280929444561,0.3538036089922339
